"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","g"
"ymcE",0.553480910136248,0.442784728108998,0.811182637730821,0.455817176955899,0.879102183635087,-5.52000959995519,"STABLE"
"yebG",0.589078463652323,0.471262770921858,0.806436550450566,0.458298254690985,0.879102183635087,-5.52372806219265,"STABLE"
"ybfQ",-1.35040017933352,5.83132455451492,-0.799636002055655,0.461870982660252,0.879102183635087,-5.52902802037055,"STABLE"
"yzgL",0.733520800144451,5.15411469986413,0.797673516320553,0.462905856712929,0.879102183635087,-5.53055127760296,"STABLE"
"hupB",-2.28358792551151,5.70701201491683,-0.79594711498064,0.46381766754656,0.879102183635087,-5.53188898729604,"STABLE"
"fis",0.651990605156094,0.521592484124875,0.794566748646927,0.464547680858883,0.879102183635087,-5.53295701741111,"STABLE"
"yobH",0.734318694989167,6.10723482303544,0.788757813295527,0.467629141256397,0.879102183635087,-5.53743639116789,"STABLE"
"ykfH",0.414245229606587,0.33139618368527,0.788504723390542,0.467763742009139,0.879102183635087,-5.53763099447797,"STABLE"
"yncJ",1.81466382782493,1.45173106225994,0.784271392799828,0.470019414718622,0.879102183635087,-5.54087910035089,"STABLE"
"yecF",0.763454717038798,0.610763773631038,0.770411494682643,0.477460688170492,0.879102183635087,-5.55142109598764,"STABLE"
"ymdF",0.45597400588967,7.56524588259816,0.769858363595801,0.477759445393182,0.879102183635087,-5.55183886052585,"STABLE"
"cspB",-2.079723348886,3.24004968098442,-0.768155620773173,0.478679990443645,0.879102183635087,-5.55312346385715,"STABLE"
"pmrD",0.764709079727338,0.61176726378187,0.766811323405913,0.479407667230497,0.879102183635087,-5.55413611662987,"STABLE"
"rem",0.764284632607835,5.79080398782193,0.766075732977539,0.479806189194232,0.879102183635087,-5.55468966193457,"STABLE"
"cspE",0.791440154975284,0.633152123980227,0.764470775516336,0.480676549354613,0.879102183635087,-5.55589601702169,"STABLE"
"ydfK",-0.583022200990566,7.25985361438502,-0.761676916335608,0.482194391590041,0.879102183635087,-5.55799139740055,"STABLE"
"racC",0.820749478523975,0.65659958281918,0.758423440393264,0.483966328638246,0.879102183635087,-5.56042409714148,"STABLE"
"yodC",0.836376978720358,0.669101582976286,0.755282006913221,0.485681728906796,0.879102183635087,-5.56276544956227,"STABLE"
"ybdZ",-1.88992922581075,4.03100801078794,-0.751989908029636,0.487484125899796,0.879102183635087,-5.56521108669494,"STABLE"
"rpsQ",-1.20043185381944,3.3741394315075,-0.750127781792004,0.488505764432489,0.879102183635087,-5.56659078523554,"STABLE"
"hokB",0.361443028711542,0.289154422969234,0.744009855178671,0.491873183552551,0.879102183635087,-5.57110513513553,"STABLE"
"yjdJ",-1.51826473164971,3.34180042035375,-0.739605155551907,0.494307924322118,0.879102183635087,-5.57433759710081,"STABLE"
"yfcL",0.326887250539893,12.015342398957,0.731850812448319,0.498615158986181,0.879102183635087,-5.5799919874854,"STABLE"
"pheL",0.969497457850686,0.775597966280548,0.7311161025275,0.499024645540522,0.879102183635087,-5.58052532152385,"STABLE"
"essQ",-0.385560072688392,7.97688939872814,-0.730417931217901,0.49941398927559,0.879102183635087,-5.58103174417214,"STABLE"
"yjhE",-1.43935359917864,3.77424589626933,-0.728427299324152,0.500525275559973,0.879102183635087,-5.58247358449434,"STABLE"
"feoA",1.03066849959312,0.824534799674498,0.721555696509194,0.504374885674576,0.879102183635087,-5.58742707814271,"STABLE"
"ogrK",1.03402649154315,0.827221193234516,0.721057253606386,0.504654935925047,0.879102183635087,-5.58778495399415,"STABLE"
"lpp",0.428870061432806,7.31134277011308,0.716128128634974,0.507430275174243,0.879102183635087,-5.59131352028025,"STABLE"
"ynjH",-0.862381419461205,2.05858919910949,-0.712682423830838,0.509376743796761,0.879102183635087,-5.59376882261744,"STABLE"
"ilvM",-1.98450946514837,5.22649522700449,-0.707981261101462,0.512040855479797,0.879102183635087,-5.59710360818347,"STABLE"
"dinJ",-0.373034235812444,9.05944944920069,-0.706586853909453,0.512832925577889,0.879102183635087,-5.59808937038492,"STABLE"
"ypaA",-2.19277319891201,6.19058815248665,-0.703842671869143,0.514394209804144,0.879102183635087,-5.60002483311714,"STABLE"
"ypdI",1.18659069212226,0.949272553697808,0.700990288487283,0.516020560752688,0.879102183635087,-5.60203025743918,"STABLE"
"ybbD",1.31706058033784,1.80496344681688,0.700524152696984,0.516286678122017,0.879102183635087,-5.60235736663854,"STABLE"
"rof",-1.64032385742094,4.70352623645649,-0.697397228159049,0.518074306082008,0.879102183635087,-5.60454718652564,"STABLE"
"grxA",1.43560616015507,2.69590414097756,0.693363041558436,0.520386934268744,0.879102183635087,-5.60736080225641,"STABLE"
"yeaQ",1.27700717421406,1.02160573937125,0.689498673657242,0.522608889000373,0.879102183635087,-5.6100437124557,"STABLE"
"ynfN",-1.90459993943401,3.24504807379449,-0.687997217264863,0.523473964275679,0.879102183635087,-5.61108287948334,"STABLE"
"ccmD",0.347679010484132,0.323984529252739,0.684213596501723,0.525658288005231,0.879102183635087,-5.61369346310983,"STABLE"
"thiS",0.748071925456942,0.678198465766974,0.681363104501974,0.527308027325639,0.879102183635087,-5.61565255277672,"STABLE"
"rpmE",-1.41180649292125,4.19011367436131,-0.681358802209242,0.527310519976936,0.879102183635087,-5.61565550467425,"STABLE"
"rcnR",1.23100237115539,1.84206454852251,0.680944428799389,0.527550636323881,0.879102183635087,-5.61593974484962,"STABLE"
"rmf",1.39421286253379,1.11537029002703,0.678732575283828,0.528833599153261,0.879102183635087,-5.6174546065403,"STABLE"
"yaaX",0.505072919651102,5.04069869174933,0.670921472387984,0.533381348314529,0.879102183635087,-5.62277234856815,"STABLE"
"yheU",1.15356857844828,3.83956492889246,0.670054094095095,0.533887981491767,0.879102183635087,-5.62335977096,"STABLE"
"int",0.307753907806617,8.63137766485172,0.666478960095293,0.535979642813475,0.879102183635087,-5.62577446304947,"STABLE"
"yqgD",0.997785203182567,0.798228162546054,0.66350134754338,0.537725934913195,0.879102183635087,-5.62777754376075,"STABLE"
"ymgF",-1.24020568702735,3.81963077805688,-0.662760091277737,0.538161257227848,0.879102183635087,-5.62827505892407,"STABLE"
"yoaH",-1.44895184457577,2.55648234872254,-0.657618215715244,0.541187477042167,0.879102183635087,-5.63171365249178,"STABLE"
"hha",-0.420564641203127,7.91387073635703,-0.657540344155561,0.541233395362885,0.879102183635087,-5.63176555999939,"STABLE"
"hypC",-2.09790569854398,3.41449877037581,-0.642661979848897,0.550054400564772,0.879102183635087,-5.64159032818386,"STABLE"
"ydiZ",-0.454312325997604,5.69352948086185,-0.639737452928522,0.55179940570351,0.879102183635087,-5.64349967391117,"STABLE"
"ybdD",-1.57892178444618,4.43742595240777,-0.638561145461555,0.552502311333848,0.879102183635087,-5.64426561955503,"STABLE"
"cspA",-1.26638372038877,3.84206957928005,-0.618779769153662,0.564410563482924,0.879102183635087,-5.65697011975897,"STABLE"
"hokE",1.32534995637819,2.5224166728459,0.614848548754841,0.566796776366629,0.879102183635087,-5.65945506688548,"STABLE"
"fixX",0.953364807669254,2.33834403581285,0.612382475225167,0.568296964430172,0.879102183635087,-5.66100709042576,"STABLE"
"yihD",-1.34822897564856,2.66946214191324,-0.609753560027599,0.569899014329428,0.879102183635087,-5.66265581415475,"STABLE"
"ymgA",-1.15649190266734,2.03536885910234,-0.60800166103699,0.57096821613248,0.879102183635087,-5.66375119675729,"STABLE"
"rpmG",0.345221516407596,10.7165566978668,0.593444045534055,0.57990220510907,0.879102183635087,-5.67275015006657,"STABLE"
"yqgC",-0.359049723584126,7.61965554522835,-0.592116812271865,0.580721087161859,0.879102183635087,-5.67356138095267,"STABLE"
"yhaL",0.432847407688556,8.07897724290337,0.589544502384418,0.582310226814813,0.879102183635087,-5.67512922167958,"STABLE"
"borD",-0.446034173926563,5.83009057310813,-0.588923852226902,0.582694063881849,0.879102183635087,-5.67550664088558,"STABLE"
"yeaC",-0.595731731835736,7.40885839222954,-0.564210127912212,0.59810585595544,0.879102183635087,-5.69025778977751,"STABLE"
"ycgZ",1.48482188635258,3.13126713953345,0.558379185056827,0.601778122004855,0.879102183635087,-5.69365863299672,"STABLE"
"ydaF",0.58332230530055,0.684033238660448,0.555523636375988,0.60358148224052,0.879102183635087,-5.69531293333427,"STABLE"
"yciX",1.17483782900459,1.8859998302986,0.548042686408221,0.608321317212377,0.879102183635087,-5.69961189042513,"STABLE"
"rpmI",-1.2268744480971,4.29089821027471,-0.530077944033821,0.619793760661662,0.879102183635087,-5.70972722010391,"STABLE"
"fliQ",-0.378374199645985,7.46661511293687,-0.514231482695319,0.63001768700834,0.879102183635087,-5.71840335825905,"STABLE"
"yddM",-1.38299925897969,5.36366140186481,-0.508950144590444,0.633446536492392,0.879102183635087,-5.72124315214633,"STABLE"
"gatB",0.416202407775835,6.09131462598368,0.499972574949151,0.639299390364066,0.879102183635087,-5.7260105742098,"STABLE"
"yiiE",0.319485037257964,9.06205133898039,0.497706550173876,0.640781505134461,0.879102183635087,-5.7272019605367,"STABLE"
"hipB",0.227470510842029,0.181976408673623,0.492603922717544,0.644125960319777,0.879102183635087,-5.72986701013676,"STABLE"
"sfsB",-0.270970476157556,6.54063019942745,-0.481116935570666,0.651690333761669,0.879102183635087,-5.73577640608328,"STABLE"
"bfd",1.05482683844186,2.30110363142112,0.47802796317135,0.653732759316848,0.879102183635087,-5.73734411568569,"STABLE"
"ybdJ",-1.13389460537464,4.16496558767047,-0.476086348023385,0.655018337696303,0.879102183635087,-5.73832486380009,"STABLE"
"yhbY",-0.50143247082902,7.58599508924909,-0.466866074957946,0.661141926060623,0.879102183635087,-5.74293298803797,"STABLE"
"yjeT",-1.13188832901294,2.7064139161417,-0.459401353987354,0.66612198615354,0.879102183635087,-5.74660392010645,"STABLE"
"moaD",0.7338599000479,1.9204231598959,0.455301807433482,0.668865429382324,0.879102183635087,-5.74859709616713,"STABLE"
"pyrI",-0.775954598194243,3.04835135829009,-0.45339161077663,0.670145777273476,0.879102183635087,-5.74952027155261,"STABLE"
"rplW",0.225453608983424,8.01694985757221,0.450534993058476,0.672062882535158,0.879102183635087,-5.75089424424926,"STABLE"
"yoeB",0.234578482140461,9.23901157645534,0.439687158964006,0.67936896526217,0.879102183635087,-5.75603957384702,"STABLE"
"ymgJ",-0.407877632315405,5.8158378817184,-0.437683966678898,0.680722591816353,0.879102183635087,-5.75697717476004,"STABLE"
"yheV",-0.191136325361431,10.1914215243121,-0.428048931619181,0.687252534933352,0.879102183635087,-5.76143197246616,"STABLE"
"ypjJ",0.183692837270937,12.2544729896741,0.427085508471391,0.687907212575602,0.879102183635087,-5.76187240246138,"STABLE"
"ykfF",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ykgO",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ykgM",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"frmR",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yaiZ",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"phoA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yaiA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ykiA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"hokE",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ybdD",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"cspE",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"gnsA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"rpmF",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"acpP",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yciN",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ymiA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ymjC",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ydcA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ydcH",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yddL",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ihfA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yniD",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yeiW",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yfdM",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ypdJ",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yfdY",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ypfN",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yfjV",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yqaE",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ygaV",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ygdR",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yggU",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"mqsR",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ygiA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yhdU",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"tnaC",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"rhoL",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yifL",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yjbL",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yjjZ",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"ytjA",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"yjjY",0.200575440771279,0.160460352617023,0.42544011682226,0.689026035822095,0.879102183635087,-5.76262248287187,"STABLE"
"hpf",0.17323502464485,13.5634334935059,0.423878216205889,0.690088932205485,0.879571349917966,-5.76333203540063,"STABLE"
"iraP",0.692886582049495,1.61224467992591,0.420090586808836,0.692669873585398,0.87995469287363,-5.76504271761878,"STABLE"
"rzoD",0.416281543338912,3.01778262559692,0.420002338901125,0.692730064171964,0.87995469287363,-5.76508240592619,"STABLE"
"yfgJ",-0.329036511300311,0.934506817471892,-0.415668365097189,0.695689299672057,0.880561709837912,-5.76702207636713,"STABLE"
"gnsB",-0.44582056945553,6.36749766720069,-0.400856533298315,0.705849550361378,0.884693281105654,-5.77351039894162,"STABLE"
"ynaJ",-0.839511321154749,3.85628461995308,-0.394723308300457,0.710077518425222,0.886646262201915,-5.77613301847307,"STABLE"
"yqjK",0.619409621823929,5.68929947583227,0.387617678045387,0.714990822772739,0.888368563575595,-5.77912431340983,"STABLE"
"yafN",-0.222642084118656,8.94390937105043,-0.365915640959721,0.73009451042071,0.891864310812569,-5.78794516877426,"STABLE"
"ydfA",-0.890838073946528,2.55941642134327,-0.360918042637239,0.733592949363096,0.892990529752093,-5.78990880203821,"STABLE"
"lomR",-1.24540150610925,3.86488633247054,-0.356422089411794,0.736746582774437,0.894644191473068,-5.79165357759489,"STABLE"
"ldrD",-0.935682588460888,5.13753421957934,-0.323312042200294,0.760150820273621,0.905377226659316,-5.8038639109825,"STABLE"
"relE",0.268950388346272,3.04272464576551,0.303648004046063,0.77419346160744,0.91278612533043,-5.81057847208707,"STABLE"
"cspD",0.294282625365572,6.07324857814626,0.300884452652599,0.776175120433831,0.913570164620965,-5.81148978494299,"STABLE"
"ptsH",-0.75085369463168,4.715815958353,-0.297921243201355,0.778302121874107,0.914550208274997,-5.81245805160413,"STABLE"
"ymjA",-0.562526812692442,1.43617587894627,-0.291774079930917,0.782721668985887,0.916666576313631,-5.81443734430356,"STABLE"
"ydfB",-0.627372604688052,4.20774735929847,-0.29115417414103,0.78316788102254,0.916717342215427,-5.81463474153301,"STABLE"
"ybdJ",-0.563730673162002,1.40423389029147,-0.281147911140622,0.790383571826012,0.920886239714989,-5.81776508480782,"STABLE"
"ybaM",0.203966574089152,7.6263550110222,0.262308199046128,0.804034274817608,0.927073723003531,-5.82337177392024,"STABLE"
"tpr",0.653986665723481,3.95218135495423,0.258414305737933,0.806865906263689,0.927518752060129,-5.82448364028487,"STABLE"
"ybeD",-0.171738226738897,7.42015679661806,-0.245532293580084,0.816257665936235,0.932660968535226,-5.82804687062147,"STABLE"
"yoaC",-0.470499872779732,2.23557138742519,-0.238573508196243,0.821345935091233,0.934486337650051,-5.82989796374871,"STABLE"
"sgcB",-0.100092491017945,6.5890686147704,-0.236561349392098,0.822819122933389,0.93549421910312,-5.83042354983715,"STABLE"
"pspB",0.111111969766733,0.178353046817932,0.235679349456422,0.823465137711953,0.93549421910312,-5.83065256456246,"STABLE"
"ygeI",0.113423562752891,8.30942188699693,0.216612311320829,0.837468995043279,0.940250339628028,-5.83539906038269,"STABLE"
"ybcW",0.155677949350903,5.91350855968533,0.216602967945453,0.837475874806321,0.940250339628028,-5.83540129035125,"STABLE"
"yfjM",-0.459366903155979,3.80535674348335,-0.216477625950653,0.837568168892118,0.940250339628028,-5.83543119642117,"STABLE"
"cspF",-0.378541719996322,3.03653102275043,-0.215072676444617,0.838602891631627,0.940674943750263,-5.83576525169549,"STABLE"
"yohO",0.605512472944298,4.85438385624304,0.212975803626395,0.840147900932839,0.940674943750263,-5.836259863518,"STABLE"
"yneL",0.57549185506687,2.84904531386835,0.206365465104929,0.845023881139935,0.942705234339656,-5.83778802603627,"STABLE"
"yccX",-0.470301681136943,4.52577195725765,-0.199413771051974,0.850160261129136,0.944410951577219,-5.83934410387454,"STABLE"
"yhfL",-0.104958741975444,5.27030816976872,-0.195847396320467,0.852798674657735,0.944410951577219,-5.84012208357044,"STABLE"
"ydcY",-0.516781293183911,2.70298396314214,-0.19145353403038,0.856052303575428,0.945939485064882,-5.84106159897623,"STABLE"
"rpsS",0.0949783809251655,8.04405461235973,0.187277779606852,0.859147472580719,0.946039232449758,-5.84193504345359,"STABLE"
"cspH",0.432911913922971,3.48091241496454,0.183797933483312,0.86172904175009,0.946877802469903,-5.84264844153376,"STABLE"
"cedA",0.102816455277887,9.56636776794871,0.182630881910255,0.862595280201237,0.947085915608162,-5.84288474655708,"STABLE"
"yghW",0.366216579910498,3.55665038436543,0.172799418544681,0.869901310094222,0.949837059078408,-5.84481652565026,"STABLE"
"marB",-0.379762451607596,4.40158453526465,-0.167643424114208,0.873738892649804,0.951743824904083,-5.84578747812682,"STABLE"
"tfaX",-0.299687991338975,3.5005377958247,-0.166425367149856,0.874646073919304,0.95202579813871,-5.84601261701026,"STABLE"
"ydfW",-0.339112679372238,2.43985354776102,-0.155476404697618,0.88281035885006,0.956486286958559,-5.84796351951578,"STABLE"
"yfcZ",0.0689530004363976,6.29983158380259,0.151664134640446,0.885657032372517,0.95830365057711,-5.84861198919086,"STABLE"
"dicB",0.103518055417801,4.76672797779772,0.150633314964276,0.886427101786241,0.958453252608501,-5.84878459626272,"STABLE"
"ybcJ",-0.114135589664365,6.4578157763714,-0.147376788334649,0.888860817398984,0.95871359425306,-5.84932223402081,"STABLE"
"rpmB",0.106221522114428,10.0114016257568,0.139543495542898,0.894720614304175,0.96195279860115,-5.85056780149161,"STABLE"
"nrdH",0.156356016116519,0.842611839678556,0.133832352486626,0.89899780054198,0.963644241940913,-5.85143342950539,"STABLE"
"ybeD",-0.28839480848588,1.51948810024708,-0.132828947487033,0.899749681815083,0.9638149947279,-5.85158180901605,"STABLE"
"yjcB",-0.0542988471717902,9.67299252941761,-0.125040854049363,0.905589571387303,0.966155100696992,-5.85269579777326,"STABLE"
"yibT",0.255754273595973,1.8775235071111,0.119897878299993,0.909449810830054,0.967747478636098,-5.85339480429529,"STABLE"
"atpE",0.0545566957121092,9.44977787390112,0.118399765318414,0.910574817128695,0.967747478636098,-5.85359293547707,"STABLE"
"rpmJ",-0.293153734869624,3.47861059582607,-0.110479826967716,0.916526215330696,0.968224421070102,-5.85459922683966,"STABLE"
"yggX",-0.100073555495256,5.62368957272816,-0.0905796556397093,0.931506857055084,0.975762314966542,-5.85682182708604,"STABLE"
"yecJ",-0.140031171225788,3.21778123107076,-0.0740505652923873,0.943974904499596,0.980310886421825,-5.858334581117,"STABLE"
"cspC",0.0380402235671593,7.89545734849934,0.0731861107737621,0.944627513859042,0.980310886421825,-5.85840536066309,"STABLE"
"yhcO",0.104635637968908,3.04427089161134,0.0660940533557785,0.949983406474947,0.981686578930507,-5.85895473185542,"STABLE"
"ybcW",0.0394988046779764,6.80434909952736,0.0592754887706391,0.955135624026451,0.984778778577793,-5.85943026396819,"STABLE"
"yfaE",-0.109290308632994,3.65510092810908,-0.0442445858540913,0.966501700816355,0.989104843808238,-5.86029607459375,"STABLE"
"grxC",-0.0171880316713421,7.84070359993983,-0.0301588431568799,0.977161423673693,0.99295386402379,-5.86087940403352,"STABLE"
"ygdI",-0.0174447377987424,8.70274577679623,-0.0287631439233434,0.978217992532578,0.99303035158717,-5.86092518299679,"STABLE"
"yzfA",-0.028860289970341,1.00357357473175,-0.0210154337855259,0.984084009552616,0.994794830625045,-5.86113988473975,"STABLE"
"yebO",-0.00175441975727481,6.90708130790134,-0.00356572066329041,0.997299276126972,0.999055471198294,-5.86137869353732,"STABLE"
